time,q_cmd,dq_cmd,tau_cmd,q_meas,dq_meas,ddq_meas,tau_meas
2.659999999998619025e-01,1.092303311548324718e+00,5.604675541109388481e-01,0.000000000000000000e+00,9.117460250854492188e-01,1.112814664840698242e+00,0.000000000000000000e+00,1.575000000000000000e+01
2.679999999998616822e-01,1.094912226973500102e+00,5.607465813025807044e-01,0.000000000000000000e+00,9.145582914352416992e-01,1.133414268493652344e+00,0.000000000000000000e+00,1.687500000000000000e+01
2.699999999998614619e-01,1.097529988800042489e+00,5.609445744147768531e-01,0.000000000000000000e+00,9.168592691421508789e-01,1.138293385505676270e+00,0.000000000000000000e+00,1.396875000000000000e+01
2.719999999998612417e-01,1.100156375560037647e+00,5.610611963892464527e-01,0.000000000000000000e+00,9.168592691421508789e-01,1.138293385505676270e+00,0.000000000000000000e+00,1.396875000000000000e+01
2.739999999998610214e-01,1.102791164788926359e+00,5.610961157182428050e-01,0.000000000000000000e+00,9.168592691421508789e-01,1.138293385505676270e+00,0.000000000000000000e+00,1.396875000000000000e+01
2.759999999998608011e-01,1.105434133038975419e+00,5.610490064705467850e-01,0.000000000000000000e+00,9.222761392593383789e-01,1.169776082038879395e+00,0.000000000000000000e+00,1.453125000000000000e+01
2.779999999998605809e-01,1.108085055892814141e+00,5.609195483171467433e-01,0.000000000000000000e+00,9.249925613403320312e-01,1.186453104019165039e+00,0.000000000000000000e+00,1.518750000000000000e+01
2.799999999998603606e-01,1.110743707977035033e+00,5.607074265566038829e-01,0.000000000000000000e+00,9.279007315635681152e-01,1.208399653434753418e+00,0.000000000000000000e+00,1.659375000000000000e+01
2.819999999998601403e-01,1.113409862975856202e+00,5.604123321401019986e-01,0.000000000000000000e+00,9.303455352783203125e-01,1.214032292366027832e+00,0.000000000000000000e+00,1.490625000000000000e+01
2.839999999998599201e-01,1.116083293644847263e+00,5.600339616961795830e-01,0.000000000000000000e+00,9.332057833671569824e-01,1.234133005142211914e+00,0.000000000000000000e+00,1.490625000000000000e+01
